task_id,profession,letter_type,classification_method,is_canonical,task_title,pdf_filename,source_path,file_bytes,asset_role,ai_confidence,review_flag,pending_review,import_status,source_id,case_note_text,notes
W-0055,medicine,Other,fallback-other,no,Extra Case Notes,Mrs Karen Jackson (Referral to New GP).pdf,OET/Materials ( To be Uploaded )/Writing/Medicine/Extra Case Notes/Mrs Karen Jackson (Referral to New GP).pdf,1450179,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,b02af4588379,,unclassified by deterministic rules; requires admin review before publish
W-0056,medicine,Other,fallback-other,no,Extra Case Notes,Ms Anne Hall (Gastroenterologist).pdf,OET/Materials ( To be Uploaded )/Writing/Medicine/Extra Case Notes/Ms Anne Hall (Gastroenterologist).pdf,758083,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,f945100d2045,,unclassified by deterministic rules; requires admin review before publish
W-0057,medicine,Other,fallback-other,no,Extra Case Notes,Ms Louise Geller - Endocrinologist Referral.pdf,OET/Materials ( To be Uploaded )/Writing/Medicine/Extra Case Notes/Ms Louise Geller - Endocrinologist Referral.pdf,268298,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,840ca1245378,,unclassified by deterministic rules; requires admin review before publish
W-0058,medicine,transfer_letter,convention-parser-regex,yes,Extra Case Notes,Transfer Letter - Mr Julian McDonald.pdf,OET/Materials ( To be Uploaded )/Writing/Medicine/Extra Case Notes/Transfer Letter - Mr Julian McDonald.pdf,627728,CaseNotes-candidate,,,no,prepared-filesystem,1530b77832bf,,
W-0059,medicine,transfer_letter,convention-parser-regex,yes,Extra Case Notes,Transfer Letter.pdf,OET/Materials ( To be Uploaded )/Writing/Medicine/Extra Case Notes/Transfer Letter.pdf,627728,CaseNotes-candidate,,,no,prepared-filesystem,b4f90e17a78f,,
W-0060,medicine,Other,fallback-other,no,Medicine,Grammar Rules 1.pdf,OET/Materials ( To be Uploaded )/Writing/Medicine/Grammar Rules 1.pdf,1481315,Reference,,needs_review,yes,prepared-filesystem,08342806884b,,unclassified by deterministic rules; requires admin review before publish
W-0061,medicine,Other,fallback-other,no,Medicine,Grammar Rules 2.pdf,OET/Materials ( To be Uploaded )/Writing/Medicine/Grammar Rules 2.pdf,151539,Reference,,needs_review,yes,prepared-filesystem,dce5c12ee410,,unclassified by deterministic rules; requires admin review before publish
W-0062,medicine,Other,fallback-other,no,Medicine,OET ONLINE Case Notes 1-16.pdf,OET/Materials ( To be Uploaded )/Writing/Medicine/OET ONLINE Case Notes 1-16.pdf,3801778,CaseNotes,,needs_review,yes,prepared-filesystem,178f85936d3e,,unclassified by deterministic rules; requires admin review before publish
W-0063,medicine,Other,fallback-other,no,Medicine,VIP Writing Tasks.pdf,OET/Materials ( To be Uploaded )/Writing/Medicine/VIP Writing Tasks.pdf,6597064,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,f17eff3bbbdf,,unclassified by deterministic rules; requires admin review before publish
W-0064,medicine,Other,fallback-other,no,Medicine,Writing Booklet Sample.pdf,OET/Materials ( To be Uploaded )/Writing/Medicine/Writing Booklet Sample.pdf,181860,Reference,,needs_review,yes,prepared-filesystem,cb491e40dba3,,unclassified by deterministic rules; requires admin review before publish
W-0065,medicine,Other,fallback-other,no,Writing Criteria,Writing Criteria.pdf,OET/Materials ( To be Uploaded )/Writing/Medicine/Writing Criteria/Writing Criteria.pdf,131395,Reference,,needs_review,yes,prepared-filesystem,d5258a015ec5,,unclassified by deterministic rules; requires admin review before publish
W-0066,medicine,Other,fallback-other,no,Medicine,Writing Recalls 2019.pdf,OET/Materials ( To be Uploaded )/Writing/Medicine/Writing Recalls 2019.pdf,6680576,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,7b209ae9f40c,,unclassified by deterministic rules; requires admin review before publish
W-0067,medicine,Other,fallback-other,no,Medicine,Writing Recalls 2020.pdf,OET/Materials ( To be Uploaded )/Writing/Medicine/Writing Recalls 2020.pdf,1243191,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,bbd28433bd1b,,unclassified by deterministic rules; requires admin review before publish
W-0068,nursing,Other,fallback-other,no,New Writing Tasks,Alexander Jones.pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Alexander Jones.pdf,74614,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,6f3aab2f2844,,unclassified by deterministic rules; requires admin review before publish
W-0069,nursing,Other,fallback-other,no,New Writing Tasks,Alison Cooper.pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Alison Cooper.pdf,72415,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,9ce07116d8b5,,unclassified by deterministic rules; requires admin review before publish
W-0070,nursing,Other,fallback-other,no,New Writing Tasks,Alison Martin.pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Alison Martin.pdf,540172,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,a384d128a07d,,unclassified by deterministic rules; requires admin review before publish
W-0071,nursing,Other,fallback-other,no,Ann Ballard,FB_IMG_1560439394401.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Ann Ballard/FB_IMG_1560439394401.jpg,38785,Supplementary,,needs_review,yes,prepared-filesystem,4d2701fbd957,,unclassified by deterministic rules; requires admin review before publish
W-0072,nursing,Other,fallback-other,no,Ann Ballard,FB_IMG_1560439397980.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Ann Ballard/FB_IMG_1560439397980.jpg,25331,Supplementary,,needs_review,yes,prepared-filesystem,2e94ae1f07fb,,unclassified by deterministic rules; requires admin review before publish
W-0073,nursing,Other,fallback-other,no,New Writing Tasks,belinda hoyle.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/belinda hoyle.jpg,59789,Supplementary,,needs_review,yes,prepared-filesystem,10d18ff62ca9,,unclassified by deterministic rules; requires admin review before publish
W-0074,nursing,Other,fallback-other,no,New Writing Tasks,beryl casey.pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/beryl casey.pdf,156617,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,afa0f164d0f2,,unclassified by deterministic rules; requires admin review before publish
W-0075,nursing,Other,fallback-other,no,Bethany tallor,FB_IMG_1562757873989.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Bethany tallor/FB_IMG_1562757873989.jpg,50574,Supplementary,,needs_review,yes,prepared-filesystem,e933a0693b5b,,unclassified by deterministic rules; requires admin review before publish
W-0076,nursing,Other,fallback-other,no,New Writing Tasks,Cassandra Kinser.pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Cassandra Kinser.pdf,138166,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,c51dc6ac737e,,unclassified by deterministic rules; requires admin review before publish
W-0077,nursing,Other,fallback-other,no,Clarissa Simons,FB_IMG_1562107477084.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Clarissa Simons/FB_IMG_1562107477084.jpg,27082,Supplementary,,needs_review,yes,prepared-filesystem,e14ec386f2ce,,unclassified by deterministic rules; requires admin review before publish
W-0078,nursing,Other,fallback-other,no,Clarissa Simons,FB_IMG_1562107480443.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Clarissa Simons/FB_IMG_1562107480443.jpg,13279,Supplementary,,needs_review,yes,prepared-filesystem,9e0083020612,,unclassified by deterministic rules; requires admin review before publish
W-0079,nursing,Other,fallback-other,no,Diane Carpenter,FB_IMG_1559919480043.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Diane Carpenter/FB_IMG_1559919480043.jpg,50055,Supplementary,,needs_review,yes,prepared-filesystem,c154bd6fc582,,unclassified by deterministic rules; requires admin review before publish
W-0080,nursing,Other,fallback-other,no,New Writing Tasks,Gemma Brown.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Gemma Brown.jpg,39600,Supplementary,,needs_review,yes,prepared-filesystem,953805549e93,,unclassified by deterministic rules; requires admin review before publish
W-0081,nursing,Other,fallback-other,no,George Chien,IMG_20190624_104918.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/George Chien/IMG_20190624_104918.jpg,134048,Supplementary,,needs_review,yes,prepared-filesystem,de7131f2a7af,,unclassified by deterministic rules; requires admin review before publish
W-0082,nursing,Other,fallback-other,no,George Chien,IMG_20190624_104933.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/George Chien/IMG_20190624_104933.jpg,156204,Supplementary,,needs_review,yes,prepared-filesystem,a7c40b839c7a,,unclassified by deterministic rules; requires admin review before publish
W-0083,nursing,Other,fallback-other,no,Greg Whitby,FB_IMG_1560453257490.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Greg Whitby/FB_IMG_1560453257490.jpg,49908,Supplementary,,needs_review,yes,prepared-filesystem,963e26b01f8e,,unclassified by deterministic rules; requires admin review before publish
W-0084,nursing,Other,fallback-other,no,Greg Whitby,FB_IMG_1560453261615.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Greg Whitby/FB_IMG_1560453261615.jpg,34834,Supplementary,,needs_review,yes,prepared-filesystem,102e8378a427,,unclassified by deterministic rules; requires admin review before publish
W-0085,nursing,Other,fallback-other,no,Guy hoang chueng,FB_IMG_1560306549164.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Guy hoang chueng/FB_IMG_1560306549164.jpg,25932,Supplementary,,needs_review,yes,prepared-filesystem,3d18cb89ba4f,,unclassified by deterministic rules; requires admin review before publish
W-0086,nursing,Other,fallback-other,no,New Writing Tasks,Harry Kovacs.pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Harry Kovacs.pdf,707771,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,b3c1febf056d,,unclassified by deterministic rules; requires admin review before publish
W-0087,nursing,Other,fallback-other,no,New Writing Tasks,Harry-Kovacs.pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Harry-Kovacs.pdf,762259,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,980bd10c6170,,unclassified by deterministic rules; requires admin review before publish
W-0088,nursing,Other,fallback-other,no,Ebola,Sample inform ebola.png,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Inform letter/Ebola/Sample inform ebola.png,348266,Supplementary,,needs_review,yes,prepared-filesystem,eea2986e8144,,unclassified by deterministic rules; requires admin review before publish
W-0089,nursing,Other,fallback-other,no,Jake Peterson,IMG_20190628_104358.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Jake Peterson/IMG_20190628_104358.jpg,167138,Supplementary,,needs_review,yes,prepared-filesystem,0300d13cba9a,,unclassified by deterministic rules; requires admin review before publish
W-0090,nursing,Other,fallback-other,no,Jane Brown,FB_IMG_1560337027220.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Jane Brown/FB_IMG_1560337027220.jpg,36150,Supplementary,,needs_review,yes,prepared-filesystem,0a544e89d994,,unclassified by deterministic rules; requires admin review before publish
W-0091,nursing,Other,fallback-other,no,New Writing Tasks,Jane Robinson.PDF,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Jane Robinson.PDF,81975,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,34befa139cca,,unclassified by deterministic rules; requires admin review before publish
W-0092,nursing,Other,fallback-other,no,New Writing Tasks,Jane-Lapaglia.pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Jane-Lapaglia.pdf,127673,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,effd71f5886d,,unclassified by deterministic rules; requires admin review before publish
W-0093,nursing,Other,fallback-other,no,Jasmine Thompson,FB_IMG_1561032870266.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Jasmine Thompson/FB_IMG_1561032870266.jpg,54036,Supplementary,,needs_review,yes,prepared-filesystem,22d4f8690264,,unclassified by deterministic rules; requires admin review before publish
W-0094,nursing,Other,fallback-other,no,New Writing Tasks,Jennifer Mckay.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Jennifer Mckay.jpg,53329,Supplementary,,needs_review,yes,prepared-filesystem,8655cd6a1d15,,unclassified by deterministic rules; requires admin review before publish
W-0095,nursing,Other,fallback-other,no,New Writing Tasks,Joe Black.pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Joe Black.pdf,1854331,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,ad5dcd5d5e1b,,unclassified by deterministic rules; requires admin review before publish
W-0096,nursing,Other,fallback-other,no,New Writing Tasks,Kate-Murray.pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Kate-Murray.pdf,484494,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,686377f5e877,,unclassified by deterministic rules; requires admin review before publish
W-0097,nursing,Other,fallback-other,no,Keisha Odet,FB_IMG_1560455858224.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Keisha Odet/FB_IMG_1560455858224.jpg,42691,Supplementary,,needs_review,yes,prepared-filesystem,c5c4f6b20e21,,unclassified by deterministic rules; requires admin review before publish
W-0098,nursing,Other,fallback-other,no,Keisha Odet,FB_IMG_1560455860854.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Keisha Odet/FB_IMG_1560455860854.jpg,48455,Supplementary,,needs_review,yes,prepared-filesystem,76b86d615081,,unclassified by deterministic rules; requires admin review before publish
W-0099,nursing,Other,fallback-other,no,New Writing Tasks,lee wong.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/lee wong.jpg,83598,Supplementary,,needs_review,yes,prepared-filesystem,853eb9402be9,,unclassified by deterministic rules; requires admin review before publish
W-0100,nursing,Other,fallback-other,no,New Writing Tasks,Ling-Wu.pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Ling-Wu.pdf,928448,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,9b81c7712cbc,,unclassified by deterministic rules; requires admin review before publish
W-0101,nursing,Other,fallback-other,no,Luis Morgan,FB_IMG_1559228666262.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Luis Morgan/FB_IMG_1559228666262.jpg,75503,Supplementary,,needs_review,yes,prepared-filesystem,4483214d60ec,,unclassified by deterministic rules; requires admin review before publish
W-0102,nursing,Other,fallback-other,no,Maeeve Greerson,FB_IMG_1561690854956.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Maeeve Greerson/FB_IMG_1561690854956.jpg,52462,Supplementary,,needs_review,yes,prepared-filesystem,cf1efe71a36d,,unclassified by deterministic rules; requires admin review before publish
W-0103,nursing,Other,fallback-other,no,Maeeve Greerson,FB_IMG_1561690857592.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Maeeve Greerson/FB_IMG_1561690857592.jpg,30686,Supplementary,,needs_review,yes,prepared-filesystem,1368eab64e9b,,unclassified by deterministic rules; requires admin review before publish
W-0104,nursing,Other,fallback-other,no,Margaret goldstein,page 1.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Margaret goldstein/page 1.jpg,55377,Supplementary,,needs_review,yes,prepared-filesystem,9a3e727fa441,,unclassified by deterministic rules; requires admin review before publish
W-0105,nursing,Other,fallback-other,no,Margaret goldstein,page 2.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Margaret goldstein/page 2.jpg,53268,Supplementary,,needs_review,yes,prepared-filesystem,457b2355827b,,unclassified by deterministic rules; requires admin review before publish
W-0106,nursing,Other,fallback-other,no,Margaret Helen Martin,FB_IMG_1560062119959.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Margaret Helen Martin/FB_IMG_1560062119959.jpg,57340,Supplementary,,needs_review,yes,prepared-filesystem,3b309ece5ce8,,unclassified by deterministic rules; requires admin review before publish
W-0107,nursing,Other,fallback-other,no,Maria Joseph,FB_IMG_1559228714378.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Maria Joseph/FB_IMG_1559228714378.jpg,53327,Supplementary,,needs_review,yes,prepared-filesystem,fd9e197cde35,,unclassified by deterministic rules; requires admin review before publish
W-0108,nursing,Other,fallback-other,no,Maria Joseph,FB_IMG_1559228717618.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Maria Joseph/FB_IMG_1559228717618.jpg,28611,Supplementary,,needs_review,yes,prepared-filesystem,16e17dc0f97a,,unclassified by deterministic rules; requires admin review before publish
W-0109,nursing,Other,fallback-other,no,Marjorie Mellors,IMG_20190624_104739.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Marjorie Mellors/IMG_20190624_104739.jpg,3022120,Supplementary,,needs_review,yes,prepared-filesystem,981803798a81,,unclassified by deterministic rules; requires admin review before publish
W-0110,nursing,Other,fallback-other,no,New Writing Tasks,Martin-Wilson.pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Martin-Wilson.pdf,31853,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,919c786979cb,,unclassified by deterministic rules; requires admin review before publish
W-0111,nursing,Other,fallback-other,no,Michael Collins,IMG_20190624_105436.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Michael Collins/IMG_20190624_105436.jpg,133932,Supplementary,,needs_review,yes,prepared-filesystem,622e7e2a0624,,unclassified by deterministic rules; requires admin review before publish
W-0112,nursing,Other,fallback-other,no,Michelle Norris,FB_IMG_1562107510257.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Michelle Norris/FB_IMG_1562107510257.jpg,26905,Supplementary,,needs_review,yes,prepared-filesystem,b82c09573345,,unclassified by deterministic rules; requires admin review before publish
W-0113,nursing,Other,fallback-other,no,Michelle Norris,FB_IMG_1562107512653.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Michelle Norris/FB_IMG_1562107512653.jpg,24513,Supplementary,,needs_review,yes,prepared-filesystem,28646985fce4,,unclassified by deterministic rules; requires admin review before publish
W-0114,nursing,Other,fallback-other,no,Monica Osburn,FB_IMG_1560439375588.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Monica Osburn/FB_IMG_1560439375588.jpg,34058,Supplementary,,needs_review,yes,prepared-filesystem,dbd257c3b4ad,,unclassified by deterministic rules; requires admin review before publish
W-0115,nursing,Other,fallback-other,no,Monica Osburn,FB_IMG_1560439378717.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Monica Osburn/FB_IMG_1560439378717.jpg,14086,Supplementary,,needs_review,yes,prepared-filesystem,dbf0492f7258,,unclassified by deterministic rules; requires admin review before publish
W-0116,nursing,Other,fallback-other,no,New Writing Tasks,Mr Zhang Ming.pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Mr Zhang Ming.pdf,611391,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,e04a6d90ca30,,unclassified by deterministic rules; requires admin review before publish
W-0117,nursing,Other,fallback-other,no,New Writing Tasks,Nina Sharman.pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Nina Sharman.pdf,38117,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,f4b588045dcd,,unclassified by deterministic rules; requires admin review before publish
W-0118,nursing,Other,fallback-other,no,Olivia hawthorne,page 1.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Olivia hawthorne/page 1.jpg,54256,Supplementary,,needs_review,yes,prepared-filesystem,e7aeef50ac5e,,unclassified by deterministic rules; requires admin review before publish
W-0119,nursing,Other,fallback-other,no,Olivia hawthorne,page 2.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Olivia hawthorne/page 2.jpg,35240,Supplementary,,needs_review,yes,prepared-filesystem,32411acce47f,,unclassified by deterministic rules; requires admin review before publish
W-0120,nursing,Other,fallback-other,no,Peter Dunbar,IMG_20190617_182306.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Peter Dunbar/IMG_20190617_182306.jpg,2693272,Supplementary,,needs_review,yes,prepared-filesystem,cf93e024f291,,unclassified by deterministic rules; requires admin review before publish
W-0121,nursing,Other,fallback-other,no,Peter Dunbar,IMG_20190617_182331.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Peter Dunbar/IMG_20190617_182331.jpg,1663812,Supplementary,,needs_review,yes,prepared-filesystem,485322510574,,unclassified by deterministic rules; requires admin review before publish
W-0122,nursing,Other,fallback-other,no,New Writing Tasks,philip sachell.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/philip sachell.jpg,55407,Supplementary,,needs_review,yes,prepared-filesystem,18da444ff93d,,unclassified by deterministic rules; requires admin review before publish
W-0123,nursing,Other,fallback-other,no,Priya sharma,FB_IMG_1561217535849.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Priya sharma/FB_IMG_1561217535849.jpg,37945,Supplementary,,needs_review,yes,prepared-filesystem,2e26ffe4d66f,,unclassified by deterministic rules; requires admin review before publish
W-0124,nursing,Other,fallback-other,no,Priya sharma,FB_IMG_1561217540650.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Priya sharma/FB_IMG_1561217540650.jpg,26117,Supplementary,,needs_review,yes,prepared-filesystem,66ae15a4482c,,unclassified by deterministic rules; requires admin review before publish
W-0125,nursing,Other,fallback-other,no,New Writing Tasks,Rachel Oakley.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Rachel Oakley.jpg,42860,Supplementary,,needs_review,yes,prepared-filesystem,f6e8762258c0,,unclassified by deterministic rules; requires admin review before publish
W-0126,nursing,Other,fallback-other,no,New Writing Tasks,Robert Griffith.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Robert Griffith.jpg,23818,Supplementary,,needs_review,yes,prepared-filesystem,655a4328ec9d,,unclassified by deterministic rules; requires admin review before publish
W-0127,nursing,Other,fallback-other,no,Robert Smithson,FB_IMG_1559873660476.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Robert Smithson/FB_IMG_1559873660476.jpg,37923,Supplementary,,needs_review,yes,prepared-filesystem,5ce418695615,,unclassified by deterministic rules; requires admin review before publish
W-0128,nursing,Other,fallback-other,no,Robert Smithson,FB_IMG_1559873662497.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Robert Smithson/FB_IMG_1559873662497.jpg,47673,Supplementary,,needs_review,yes,prepared-filesystem,fa8f8fba9dd2,,unclassified by deterministic rules; requires admin review before publish
W-0129,nursing,Other,fallback-other,no,New Writing Tasks,Rosalind Hinds.pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Rosalind Hinds.pdf,308808,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,98fc99527127,,unclassified by deterministic rules; requires admin review before publish
W-0130,nursing,Other,fallback-other,no,Ryan and rohan,page 1.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Ryan and rohan/page 1.jpg,48947,Supplementary,,needs_review,yes,prepared-filesystem,fb506612f5dd,,unclassified by deterministic rules; requires admin review before publish
W-0131,nursing,Other,fallback-other,no,New Writing Tasks,Sandra Choi.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Sandra Choi.jpg,2932487,Supplementary,,needs_review,yes,prepared-filesystem,721a8c30b5b2,,unclassified by deterministic rules; requires admin review before publish
W-0132,nursing,Other,fallback-other,no,Sandra peterson,FB_IMG_1561799932519.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Sandra peterson/FB_IMG_1561799932519.jpg,43760,Supplementary,,needs_review,yes,prepared-filesystem,76ac10f5fc53,,unclassified by deterministic rules; requires admin review before publish
W-0133,nursing,Other,fallback-other,no,Sandra peterson,FB_IMG_1561799935382.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Sandra peterson/FB_IMG_1561799935382.jpg,60516,Supplementary,,needs_review,yes,prepared-filesystem,f3ea64d9a21a,,unclassified by deterministic rules; requires admin review before publish
W-0134,nursing,Other,fallback-other,no,Sandra peterson,pg 1.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Sandra peterson/pg 1.jpg,41264,Supplementary,,needs_review,yes,prepared-filesystem,f35d9ac93615,,unclassified by deterministic rules; requires admin review before publish
W-0135,nursing,Other,fallback-other,no,Sandra peterson,pg 2.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Sandra peterson/pg 2.jpg,42622,Supplementary,,needs_review,yes,prepared-filesystem,d617719230e1,,unclassified by deterministic rules; requires admin review before publish
W-0136,nursing,Other,fallback-other,no,Sandra peterson,pg3.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Sandra peterson/pg3.jpg,44991,Supplementary,,needs_review,yes,prepared-filesystem,8ba452249c43,,unclassified by deterministic rules; requires admin review before publish
W-0137,nursing,Other,fallback-other,no,Sophia Joe Patrick,IMG_20190630_155013.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Sophia Joe Patrick/IMG_20190630_155013.jpg,232377,Supplementary,,needs_review,yes,prepared-filesystem,4cad1dcc2a9f,,unclassified by deterministic rules; requires admin review before publish
W-0138,nursing,Other,fallback-other,no,Sophia Joe Patrick,IMG_20190630_155028.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Sophia Joe Patrick/IMG_20190630_155028.jpg,174465,Supplementary,,needs_review,yes,prepared-filesystem,76700ee250fe,,unclassified by deterministic rules; requires admin review before publish
W-0139,nursing,Other,fallback-other,no,Vamuya Obeki,FB_IMG_1561690821597.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Vamuya Obeki/FB_IMG_1561690821597.jpg,46609,Supplementary,,needs_review,yes,prepared-filesystem,71ce8ffcc61f,,unclassified by deterministic rules; requires admin review before publish
W-0140,nursing,Other,fallback-other,no,Vamuya Obeki,FB_IMG_1561690824022.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Vamuya Obeki/FB_IMG_1561690824022.jpg,30293,Supplementary,,needs_review,yes,prepared-filesystem,3b50cc87e12f,,unclassified by deterministic rules; requires admin review before publish
W-0141,nursing,Other,fallback-other,no,Venice Parkson,IMG20190626140637.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Venice Parkson/IMG20190626140637.jpg,1880954,Supplementary,,needs_review,yes,prepared-filesystem,9115a5f12bbc,,unclassified by deterministic rules; requires admin review before publish
W-0142,nursing,Other,fallback-other,no,Venice Parkson,IMG20190626140644.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Venice Parkson/IMG20190626140644.jpg,1833898,Supplementary,,needs_review,yes,prepared-filesystem,58c9ea22e8bb,,unclassified by deterministic rules; requires admin review before publish
W-0143,nursing,Other,fallback-other,no,Venice Parkson,IMG20190626140652.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Venice Parkson/IMG20190626140652.jpg,1665738,Supplementary,,needs_review,yes,prepared-filesystem,7682b0ea6c2e,,unclassified by deterministic rules; requires admin review before publish
